term_str,fear_structural,fear_conflict,fear_affective,fear_breakdown
nurse#1,0,0,0,0
nurse#2,0,0,0,0
nurse#3,0,0,0,0
nurse#4,0,0,0,0
nurture,0,0,0,0
nut,0,0,0,0
nutrient,0,0,0,0
nutrition,0,0,0,0
nuts,0,0,1,0
nyasaland,0,0,0,0
noun,0,0,0,0
o'clock,0,0,0,0
oak,0,0,0,0
oas,0,0,0,0
oasis,0,0,0,0
oat,0,0,0,0
oath,0,0,0,0
obedience,0,0,0,0
obedient,0,0,0,0
obey,2,0,0,0
object#1,0,0,0,0
object#2,0,0,0,0
object#3,2,1,1,0
objection,0,0,1,0
objective#1,0,1,0,0
objective#2,0,0,0,0
objective#3,0,0,0,0
obligation,0,0,0,0
oblige,0,0,0,0
oblique,0,0,1,0
obliterate,1,1,1,0
obnoxious,0,1,2,0
obscure,0,0,1,0
obscurity,0,0,0,0
observance,1,0,0,0
observation,0,0,0,0
observe,0,0,0,0
observer,0,0,0,0
obsolete,0,0,1,0
obstacle,0,1,1,0
obstinate,0,1,1,0
obstruct,0,2,1,0
obstruction,0,0,1,0
obtain,0,1,0,0
obtainable,0,0,0,0
obvious,0,0,0,0
occasion#1,0,0,0,0
occasion#2,0,1,0,0
occasion#3,0,0,0,0
occasional,0,0,0,0
occupation,0,0,0,0
occupational,0,0,0,0
occupy,1,1,0,0
occur#1,0,0,0,0
occur#2,0,0,0,0
occurrence,0,0,0,0
ocean,0,0,0,0
october,0,0,0,0
odd,0,0,1,0
oddity,0,0,1,0
odds,0,0,0,0
odor,0,0,0,0
odour#1,0,0,0,0
of,0,0,0,0
off,0,0,0,0
offence,0,0,0,0
offend,0,1,1,0
offender,0,1,1,0
offensive,0,2,1,0
offer#1,0,0,0,0
offer#2,0,0,0,0
offer#3,0,1,0,0
office#1,0,0,0,0
office#2,1,0,0,0
office#3,0,0,0,0
officer,2,1,0,0
official#1,2,1,0,0
official#2,1,1,0,0
official#3,1,1,0,0
officiate,2,1,0,0
offset,0,0,0,0
offshore,0,0,0,0
offspring,0,0,0,0
often,0,1,0,0
ohio,0,0,0,0
oil,0,0,0,0
okay,0,0,0,0
oklahoma,0,0,0,0
old#1,0,0,0,0
old#2,0,0,0,0
old#3,0,0,0,0
old#4,0,0,0,0
ominous,0,2,1,0
omission,0,0,1,0
omit,0,0,1,1
on,0,0,0,0
once#1,0,0,0,0
once#2,0,0,0,0
once#3,0,0,0,0
once#4,0,1,0,0
one#1,0,0,0,0
one#2,0,0,0,0
one#3,0,0,0,0
one#4,0,0,0,0
one#5,0,0,0,0
oneself#1,0,0,0,0
onion,0,0,0,0
only#1,0,0,0,0
only#2,0,0,0,0
only#3,0,0,0,0
onset,0,0,0,0
onto,0,0,0,0
onward,0,0,0,0
open#1,0,0,0,0
open#2,0,0,0,0
open#3,0,0,0,0
open#4,0,0,0,0
open#5,0,0,0,0
open#6,0,0,0,0
open#7,0,0,0,0
opera,0,0,0,0
operate#1,0,1,0,0
operate#2,0,0,0,0
operate#3,0,1,0,0
operation#1,0,0,0,0
operation#2,0,1,0,0
operational,0,1,0,0
operative,0,1,0,0
operator,0,0,0,0
opinion,0,0,0,0
opinionated,0,0,1,0
opponent,2,1,1,0
opportune,0,0,0,0
opportunity,0,0,0,0
oppose#1,2,2,1,0
oppose#2,2,1,1,0
oppose#3,2,1,1,0
opposite,2,0,0,0
opposition,2,1,1,0
oppress,2,1,1,0
oppression,2,1,1,0
oppressive,1,0,1,1
optimal,0,0,0,0
optimism,0,0,0,0
optimistic,0,0,0,0
optional,0,0,0,0
or,0,0,0,0
oral,0,0,0,0
orange,0,0,0,0
orator,1,0,0,0
orchestra,0,0,0,0
ordain,0,0,0,0
ordeal,0,0,1,0
order#1,0,0,0,0
order#2,0,1,0,0
order#3,2,1,0,0
order#4,2,1,0,0
order#5,0,1,0,0
order#6,0,1,0,0
order#7,0,1,0,0
order#8,0,0,1,1
ordinance,1,1,0,0
ordinary,0,0,0,0
ore,0,0,0,0
oregon,0,0,0,0
organ,0,0,0,0
organic,0,0,0,0
organise#1,0,0,0,0
organization,1,1,0,0
organize#1,2,1,0,0
organize#2,1,1,0,0
orient#1,0,0,0,0
orient#2,0,0,0,0
origin,0,0,0,0
original,0,0,0,0
originality,0,0,0,0
originate,0,1,0,0
orleans,0,0,0,0
ornament#1,0,0,0,0
ornament#2,0,0,0,0
orphan,0,0,1,0
orthodox,0,0,0,0
ostensibly,0,0,0,0
ostracize,0,1,1,0
other#1,0,0,0,0
other#2,0,0,0,0
other#3,0,0,0,0
other#4,0,0,0,0
other#5,0,0,0,0
other#6,0,0,0,0
other#7,0,0,0,0
other#8,0,0,0,0
other#9,0,0,0,0
otherwise,0,0,0,0
otter,0,0,0,0
ought,0,0,0,0
our,0,0,0,0
ours,0,0,0,0
ourselves#1,0,0,0,0
oust,2,2,1,0
out,0,0,0,0
outback,0,0,0,0
outbreak,0,0,1,0
outburst,0,0,1,0
outcast,0,0,1,0
outcome,0,0,0,0
outcry,0,0,1,0
outdated,0,0,0,0
outdoor,0,0,0,0
outer,0,0,0,0
outfit#1,0,0,0,0
outfit#2,1,1,0,0
outgoing,0,0,0,0
outlaw,0,1,1,0
outline#1,0,0,0,0
outline#2,0,0,0,0
outlive,0,1,0,0
outlook,0,0,0,0
outpost,1,0,0,0
output#1,0,1,0,0
output#2,0,1,0,0
outrage,0,1,1,1
outrageous,0,0,1,0
outreach,0,1,0,0
outright,0,0,0,0
outrun,0,1,0,0
outset,0,0,0,0
outside#1,0,0,0,0
outside#2,0,0,0,0
outside#3,0,0,0,0
outsider,0,0,1,0
outspoken,0,0,0,0
outstanding,0,1,0,0
outward,0,0,0,0
outwit,0,0,0,0
oval,0,0,0,0
over#1,0,0,0,0
over#2,0,0,0,0
over#3,0,0,0,0
over#4,0,1,0,0
over#5,0,0,0,0
over#6,0,0,0,0
over#7,0,0,0,0
over#8,0,0,0,0
over#9,0,0,0,0
over#_10,0,0,0,0
over#_11,0,0,0,0
overall,0,0,0,0
overbearing,1,0,1,0
overcame,2,1,0,0
overcome,2,1,0,0
overcrowding,0,0,0,0
overflow,0,0,1,0
overhaul,0,1,0,0
overjoy,0,0,0,0
overjoyed,0,0,0,0
overland,0,0,0,0
overlap,0,0,0,0
overlook,0,0,1,0
overly,0,0,0,0
overlying,0,1,0,0
overnight,0,0,0,0
overnighter,0,0,0,0
overpower,1,1,1,0
override,1,0,0,0
overrode,1,0,0,0
overrun,1,1,1,0
oversea,0,0,0,0
overseer,2,1,0,0
oversight,0,0,1,1
oversimplification,0,0,0,0
oversimplify,0,0,0,0
overthrow,2,1,1,0
overthrown,1,0,0,0
overture,0,0,0,0
overtures,1,0,0,0
overturn,0,0,1,0
overwhelm,2,1,0,0
overwhelming,1,0,1,0
overworked,0,0,1,0
owe,0,0,1,0
own#1,0,1,0,0
own#2,0,0,0,0
own#3,0,1,0,0
own#4,0,1,0,0
owner,0,1,0,0
ownership,0,1,0,0
oxen,0,0,0,0
pace#1,0,0,0,0
pace#2,0,0,0,0
pace#3,0,0,0,0
pace#4,0,0,0,0
pacific#1,2,0,0,0
pacific#2,0,0,0,0
pacification,2,0,0,0
pacify,1,0,0,0
pack#1,0,0,0,0
pack#2,0,0,0,0
pack#3,0,0,0,0
pack#4,0,0,0,0
package,0,0,0,0
pact,1,0,0,0
page#1,0,0,0,0
page#2,0,0,0,0
paid#1,0,0,0,0
pain,0,0,1,1
painful,0,0,1,0
painstaking,0,1,0,0
paint#1,0,0,0,0
paint#2,0,0,0,0
paint#3,0,0,0,0
paint#4,0,0,0,0
paint#5,0,0,0,0
painter,0,0,0,0
pair,0,0,0,0
pakistan,0,0,0,0
palace,1,0,0,0
palatable,0,0,0,0
palatial,0,0,0,0
pale,0,0,0,0
palistine,0,0,0,0
paltry,0,0,1,0
pamper,0,0,0,0
pan#1,0,0,0,0
pan#2,0,1,0,0
pan-american,1,0,0,0
panacea,0,0,0,0
panama,0,0,0,0
pandemonium,0,1,1,1
panic,0,0,1,2
papa,0,0,0,0
paper,0,0,0,0
parachute#1,0,0,0,0
parachute#2,0,0,0,0
parachuter,0,0,0,0
parade#1,0,0,0,0
parade#2,0,0,0,0
paradise,0,0,0,0
paraguay,0,0,0,0
parallel,0,0,0,0
paralysis,0,0,1,0
paralyzed,0,0,1,0
parameter,0,0,0,0
paramount,1,0,0,0
paranoid,0,0,1,1
parasite,0,1,1,0
pardon#1,1,1,0,0
pardon#2,1,1,0,0
parent,0,0,0,0
parental,0,0,0,0
paris,1,0,0,0
parish,0,0,0,0
parity,0,0,0,0
park#1,0,0,0,0
park#2,0,0,0,0
parkway,0,0,0,0
parliament,2,1,0,0
parliamentary,1,0,0,0
parlor,0,0,0,0
parlour#1,0,0,0,0
part#1,0,0,0,0
part#10,0,0,0,0
part#2,0,0,0,0
part#3,0,1,0,0
part#4,0,0,0,0
part#5,0,0,0,0
part#6,0,0,0,0
part#7,0,0,0,0
part#8,0,0,0,0
part#9,0,0,0,0
part#_10,0,0,0,0
partake,0,0,0,0
partial,0,0,0,0
participant,1,0,0,0
participate#1,1,0,0,0
participate#2,1,0,0,0
participation,1,0,0,0
particle,0,0,0,0
particular#1,0,0,0,0
particular#2,0,0,1,0
particular#3,0,0,0,0
particular#4,0,0,0,0
partisan,1,0,0,0
partisanship,2,0,0,0
partition,0,0,1,0
partner,1,1,0,0
partnership,1,1,0,0
partook,0,0,0,0
party#1,1,1,0,0
party#2,0,0,0,0
party#3,0,0,0,0
party#4,0,0,0,0
pass#1,0,0,0,0
pass#2,0,1,0,0
pass#3,0,0,0,0
pass#4,0,1,0,0
pass#5,0,0,0,0
pass#6,0,0,0,0
pass#7,0,0,0,0
pass#8,0,0,1,0
pass#9,0,1,0,0
pass#_10,0,0,1,0
pass#_11,0,0,0,0
pass#_12,1,0,0,0
pass#_13,0,0,1,0
pass#_14,0,0,0,0
passage,1,0,0,0
passe,0,0,1,0
passenger,0,0,0,0
passion,0,1,0,0
passionate,0,1,0,0
passive,1,0,0,0
passport,0,0,0,0
past#1,0,0,0,0
past#2,0,0,0,0
past#3,0,0,0,0
past#4,0,0,0,0
paste#1,0,0,0,0
paste#2,0,0,0,0
pastor,0,0,0,0
pastoral,0,0,0,0
pasture,0,0,0,0
patch#1,0,0,0,0
patch#2,0,0,0,0
patent,0,0,0,0
paternal,0,0,0,0
paternalism,1,0,0,0
path,0,0,0,0
pathetic,0,0,1,0
patience,0,1,0,0
patient#1,0,0,0,0
patient#2,0,1,0,0
patient#3,0,1,0,0
patriot,0,0,0,0
patriotic,0,0,0,0
patriotism,0,0,0,0
patrol#1,2,1,0,0
patrol#2,3,1,0,0
patron,1,1,0,0
patronage,2,1,0,0
patronize,1,0,1,0
pattern,0,0,0,0
pauper,0,0,0,0
pause#1,0,0,0,0
pause#2,0,0,0,0
pay#1,0,0,0,0
pay#2,0,0,0,0
pay#3,0,0,0,0
pay#4,0,0,0,0
pay#5,0,0,0,0
pay#6,0,0,0,0
pay#7,0,0,0,0
payable,0,0,0,0
payer,0,0,0,0
payment,0,0,0,0
payroll,0,0,0,0
pea,0,0,0,0
peace#1,1,0,0,0
peace#2,1,0,0,0
peace#3,0,0,0,0
peaceable,1,0,0,0
peaceful,2,0,0,0
peacetime,1,0,0,0
peacock,0,0,0,0
peak#1,0,0,0,0
peak#2,0,1,0,0
pearl,0,0,0,0
peasant,0,0,0,0
peculiar,0,0,1,0
pecuniary,0,0,0,0
peel#1,0,0,0,0
peel#2,0,0,0,0
peer,0,0,0,0
peerless,0,0,0,0
pelvic,0,0,0,0
pelvis,0,0,0,0
pen,0,0,0,0
penal,1,0,0,0
penalty,0,1,0,0
pencil,0,0,0,0
pend#1,0,0,0,0
pend#2,0,0,0,0
penetrate,1,2,0,0
penetration,1,2,0,0
peninsula,1,0,0,0
pennsylvania,0,0,0,0
penny,0,0,0,0
pension,0,0,0,0
pentagon,1,0,0,0
peony,0,0,0,0
people#1,0,0,0,0
people#2,0,0,0,0
per,0,0,0,0
perceive,0,0,0,0
percent,0,0,0,0
percentage,0,0,0,0
perception,0,0,0,0
perfect#1,0,1,0,0
perfect#2,0,1,0,0
perfect#3,0,1,0,0
perfection,0,0,0,0
perfectionism,0,0,0,0
perfectionist,0,0,0,0
perform,0,0,0,0
performance,0,0,0,0
performer,0,0,0,0
perfume,0,0,0,0
perhaps,0,0,0,0
peril,0,0,1,0
perilous,0,0,2,0
period,0,0,0,0
perish,0,0,1,0
perishable,0,0,0,0
permanence,0,0,0,0
permanent,0,1,0,0
permissible,1,0,0,0
permission,2,1,0,0
permit#1,2,1,0,0
permit#2,2,0,0,0
pernicious,0,0,1,0
perpetual,0,1,0,0
perpetuate,0,1,0,0
perplex,0,0,1,0
perplexity,0,0,1,1
persecute,0,1,1,0
persecution,0,1,1,0
perseverance,0,1,0,0
persevere,0,1,0,0
persia,0,0,0,0
persian,0,0,0,0
persist,0,1,0,0
persistence,0,1,0,0
persistent,0,1,0,0
person,0,0,0,0
personal#1,0,0,0,0
personal#2,0,0,0,0
personality,0,0,0,0
personnel,0,0,0,0
perspective,0,0,0,0
persuade,2,1,0,0
persuasion,1,0,0,0
persuasive,0,0,0,0
pertinent,0,0,0,0
perturb,0,0,1,1
peru,0,0,0,0
pervade,0,0,0,0
perverse,0,0,1,0
pervert,0,0,1,0
pessimism,0,0,1,0
pessimistic,0,0,1,0
pest,0,0,1,0
pet,0,0,0,0
petition#1,1,0,0,0
petition#2,1,0,0,0
petitioner,1,0,0,0
petty,0,0,1,0
phase,0,0,0,0
phenomena,0,0,0,0
phenomenon,0,0,0,0
philadelphia,0,0,0,0
philippines,0,0,0,0
philosopher,0,0,0,0
philosophic,0,0,0,0
philosophical,0,0,0,0
philosophy,0,0,0,0
phobia,0,0,1,1
phone#1,0,0,0,0
phone#2,0,0,0,0
photo,0,0,0,0
photograph#1,0,0,0,0
photograph#2,0,0,0,0
photographic,0,0,0,0
phrase,0,0,0,0
physical#1,0,1,0,0
physical#2,0,1,0,0
physician,0,0,0,0
physicist,0,0,0,0
physics,0,0,0,0
piano,0,0,0,0
pick#1,0,0,0,0
pick#2,0,0,0,0
pick#3,1,2,1,0
pick#4,0,0,0,0
pick#5,0,0,0,0
picture,0,0,0,0
picturesque,0,0,0,0
pie,0,0,0,0
piece#1,0,0,0,0
piece#2,0,0,0,0
piece#3,0,0,0,0
piece#4,0,0,1,1
piece#5,0,0,0,0
piety,0,0,0,0
pig,0,0,0,0
pigment,0,0,0,0
pile#1,0,0,0,0
pile#2,0,0,0,0
pile#3,0,0,0,0
pilgrimage,0,0,0,0
pill,0,0,0,0
pillow,0,0,0,0
pilot,1,0,0,0
pin#1,0,0,0,0
pin#2,0,0,0,0
pinch#1,0,0,1,0
pinch#2,0,1,1,0
pink,0,0,0,0
pinnacle,0,0,0,0
pioneer,0,0,0,0
pious,0,0,0,0
pistol,2,1,0,0
piston,0,1,0,0
pit#1,0,0,0,0
pit#2,2,0,0,0
pitch#1,0,0,0,0
pitch#2,0,0,0,0
pitiful,0,0,1,0
pitiless,1,1,1,0
pity#1,0,0,0,0
pity#2,1,0,0,0
place#1,0,0,0,0
place#2,0,0,0,0
place#3,0,0,0,0
place#4,0,0,0,0
placement,0,0,0,0
placid,0,0,0,0
plague#1,0,1,1,0
plague#2,0,2,1,0
plain#1,0,0,0,0
plain#2,0,0,0,0
plain#3,0,0,0,0
plain#4,0,0,0,0
plain#5,0,0,0,0
plaintiff,0,0,1,0
plan#1,0,1,0,0
plan#2,0,1,0,0
plan#3,0,1,0,0
plan#4,0,1,0,0
plane#1,0,0,0,0
plane#2,0,0,0,0
plane#3,0,0,0,0
planer,0,0,0,0
planet,0,0,0,0
planner,0,0,0,0
plant#1,0,0,0,0
plant#2,0,0,0,0
plant#3,0,0,0,0
plant#4,0,0,0,0
plant#5,0,1,0,0
plantation,0,0,0,0
planter,0,0,0,0
plaque,0,0,0,0
plastic,0,0,0,0
plasticity,0,0,0,0
plate,0,0,0,0
platform#1,1,0,0,0
platform#2,0,0,0,0
platonism,0,0,0,0
plausibility,0,0,0,0
plausible,0,0,0,0
play#1,0,0,0,0
play#2,0,0,0,0
play#3,0,0,0,0
play#4,0,0,0,0
play#5,0,0,0,0
player,0,0,0,0
playful,0,0,0,0
playmate,0,0,0,0
plaything,0,0,0,0
plea,0,0,0,0
plead,1,0,0,0
pleasant#1,0,0,0,0
pleasant#2,0,0,0,0
pleasantry,0,0,0,0
please#1,0,0,0,0
please#2,0,0,0,0
please#3,0,0,0,0
please#4,2,1,0,0
pleased#1,0,0,0,0
pleased#2,0,0,0,0
pleased#3,1,1,0,0
pleasurable,0,0,0,0
pleasure,0,0,0,0
pledge,0,0,0,0
plenipotentiary,1,0,0,0
plentiful,0,1,0,0
plenty,0,1,0,0
plight,0,1,1,1
plod,0,0,1,0
plot#1,1,0,0,0
plot#2,1,1,1,0
plow#1,0,0,0,0
plow#2,0,0,0,0
plug#1,0,0,0,0
plug#2,0,0,0,0
plumber,0,0,0,0
plunder,0,0,0,0
plunge#1,0,0,0,0
plunge#2,0,0,0,0
plural,0,0,0,0
plus,0,0,0,0
plywood,0,0,0,0
pocket,0,0,0,0
pod,0,0,0,0
poem,0,0,0,0
poet,0,0,0,0
poetic,0,0,0,0
poetry,0,0,0,0
poignant,0,1,0,0
point#1,0,0,0,0
point#2,0,0,0,0
point#3,0,0,0,0
point#4,0,0,0,0
point#5,0,0,0,0
point#6,0,2,1,0
point#7,0,0,0,0
point#8,0,1,0,0
pointer,0,0,0,0
pointless,0,0,1,0
poise#1,0,1,0,0
poise#2,0,0,0,0
poison,0,0,1,0
poisonous,0,1,1,0
poland,0,0,0,0
polaria,1,0,0,0
polarize,1,0,0,0
pole#1,0,0,0,0
pole#2,0,0,0,0
police,2,1,0,0
policeman,2,1,0,0
policemen,2,1,0,0
policy,1,1,0,0
polish,0,0,0,0
polite,0,0,0,0
politeness,0,0,0,0
political,1,0,0,0
politician,2,1,0,0
politics,1,0,0,0
poll,0,0,0,0
pollute,0,1,1,0
pollution,0,0,1,0
pomp,0,0,0,0
pompous,1,0,1,0
pond,0,0,0,0
ponder,0,0,0,0
pony,0,0,0,0
pool#1,0,0,0,0
pool#2,0,0,0,0
poor#1,0,0,2,0
poor#2,0,0,1,0
poor#3,0,0,2,0
poor#4,0,0,2,0
poor#5,0,0,1,0
poor#6,0,0,2,0
pope,1,0,0,0
popular,0,1,0,0
popularity,0,0,0,0
populate,0,0,0,0
population,0,0,0,0
populous,0,0,0,0
porch,0,0,0,0
port,0,0,0,0
portable,0,0,0,0
porter,0,0,0,0
portion,0,0,0,0
portrait,0,0,0,0
portugal,0,0,0,0
portuguese,0,0,0,0
pose#1,0,0,0,0
pose#2,0,0,0,0
position#1,1,0,0,0
position#2,1,0,0,0
positive,0,0,0,0
positiveness,0,0,0,0
positivity,0,0,0,0
posse,2,2,0,0
possess,2,1,0,0
possession,1,0,0,0
possessive,1,0,0,0
possessor,1,0,0,0
possibility,0,0,0,0
possible,0,1,0,0
possibly,0,0,0,0
post#1,1,0,0,0
post#2,1,0,0,0
post#3,1,0,0,0
post#4,0,0,0,0
poster,0,0,0,0
posterity,0,0,0,0
postpone#1,0,0,0,0
postpone#2,0,0,0,0
postponement,0,0,0,0
posture,0,0,0,0
postwar,1,0,0,0
pot,0,0,0,0
potency,1,1,0,0
potent,1,1,0,0
potential,0,1,0,0
potentiality,0,1,0,0
poultry,0,0,0,0
pound#1,0,0,0,0
pound#2,2,2,1,0
pound#3,0,0,0,0
pour,0,0,0,0
pout,0,0,1,1
poverty,0,0,1,0
powder,0,0,0,0
power#1,2,1,0,0
power#2,2,1,0,0
powerful,2,1,0,0
powerless,0,0,1,0
practicable,0,0,0,0
practical#1,0,0,0,0
practical#2,0,0,0,0
practice#1,0,0,0,0
practice#2,0,0,0,0
practise#1,0,0,0,0
prairie,0,0,0,0
praise#1,0,0,0,0
praise#2,0,0,0,0
prance,0,0,0,0
pray,0,0,0,0
prayer,0,0,0,0
pre-war,0,0,0,0
preach,0,0,0,0
preacher,1,0,0,0
precarious,0,0,1,0
precaution,0,1,0,0
precede#1,0,0,0,0
precede#2,0,0,0,0
precedent,1,0,0,0
precept,0,0,0,0
precinct,1,0,0,0
precious,0,1,0,0
precipitate,0,0,1,0
precise,0,0,0,0
precision,0,0,0,0
predecessor,1,0,0,0
predicament,0,0,1,0
predict,0,0,0,0
predictable,0,0,0,0
prediction,0,0,0,0
predominant,1,1,0,0
predominate,2,1,0,0
preeminent,1,1,0,0
prefer,0,0,0,0
preferable,0,0,0,0
preferably,0,0,0,0
preference,0,0,0,0
pregnancy,0,0,0,0
pregnant,0,0,0,0
prejudice,0,1,1,0
prejudicial,0,0,2,0
preliminary,0,0,0,0
prelude,0,0,0,0
premature,0,0,0,0
premier,0,0,0,0
premise,0,0,0,0
premises,0,0,0,0
premium,0,0,0,0
preoccupation,0,0,0,0
preoccupy,0,0,0,0
preparation,0,0,0,0
preparatory,0,0,0,0
prepare#1,0,1,0,0
prepare#2,0,1,0,0
preposterous,0,0,1,0
prerequisite,0,0,0,0
prescribe,1,0,0,0
prescription,0,0,0,0
presence,0,0,0,0
present#1,0,0,0,0
present#2,0,0,0,0
present#3,0,0,0,0
present#4,0,0,0,0
present#5,0,0,0,0
present#6,0,0,0,0
present-day,0,0,0,0
presentation,0,0,0,0
preservation,0,0,0,0
preserve,0,1,0,0
preside,2,1,0,0
presidency,2,1,0,0
president,2,1,0,0
president-elect,1,0,0,0
presidential,2,1,0,0
press#1,0,0,0,0
press#2,1,0,0,0
press#3,1,1,0,0
press#4,0,0,1,1
press#5,0,1,0,0
pressure#1,2,1,0,0
pressure#2,2,1,0,0
prestige,1,1,0,0
presumably,0,0,0,0
presume,0,0,0,0
presumption,0,0,0,0
presumptuous,0,0,1,0
pretence,0,0,0,0
pretend,0,1,1,0
pretense,0,1,1,1
pretension,0,0,0,0
pretentious,0,0,1,0
pretext,0,0,0,0
prettily,0,0,0,0
pretty#1,0,0,0,0
pretty#2,0,0,0,0
pretty#3,0,0,0,0
pretty#4,0,0,0,0
pretty#5,0,0,0,0
prevail,1,1,0,0
prevalence,0,0,0,0
prevalent,0,1,0,0
prevent,2,1,0,0
prevention,1,1,0,0
preventive,2,1,0,0
previous,0,0,0,0
prey,0,0,0,0
price,0,0,0,0
priceless,0,0,0,0
pride,0,1,0,0
priest,1,0,0,0
primarily,0,0,0,0
primary#1,0,1,0,0
primary#2,0,1,0,0
primary#3,1,0,0,0
prime,0,0,0,0
primitive,0,0,0,0
prince,2,1,0,0
princess,1,0,0,0
principal#1,0,1,0,0
principal#2,2,1,0,0
principal#3,0,1,0,0
principle#1,0,0,0,0
principle#2,0,0,0,0
principle#3,0,0,0,0
principle#4,0,0,0,0
print#1,0,0,0,0
print#2,0,0,0,0
prior,0,0,0,0
priority,0,1,0,0
prison#1,1,0,1,0
prison#2,2,0,1,0
prisoner,1,0,1,0
privacy,0,0,0,0
private#1,0,0,0,0
private#2,1,0,0,0
private#3,0,0,0,0
private#4,1,0,0,0
private#5,1,0,0,0
privilege,1,1,0,0
privileged,0,1,0,0
privy,0,0,0,0
prize,0,1,0,0
pro,0,0,0,0
proactive,0,1,0,0
probability,0,0,0,0
probable,0,0,0,0
probation,0,0,0,0
probationary,0,0,0,0
probe,0,1,0,0
problem,1,0,1,0
procedural,0,0,0,0
procedure,0,0,0,0
proceed#1,0,0,0,0
proceed#2,0,0,0,0
proceed#3,0,0,0,0
process#1,0,0,0,0
process#2,0,0,0,0
proclaim,2,1,0,0
proclamation,2,1,0,0
procrastinate,0,0,1,0
procrastination,0,0,1,0
proctor,1,1,0,0
procure,0,1,0,0
procurement,0,1,0,0
prod,0,1,1,0
prodigious,0,0,0,0
prodigy,0,0,0,0
produce#1,0,1,0,0
produce#2,0,0,0,0
producer,0,0,0,0
product,0,0,0,0
production,0,0,0,0
productive,0,1,0,0
productivity,0,0,0,0
profess,0,0,0,0
profession,0,0,0,0
professional,0,0,0,0
professor,1,0,0,0
proffer,0,0,0,0
proficient,0,1,0,0
profit#1,0,1,0,0
profit#2,0,1,0,0
profitable,0,1,0,0
profiteer,0,0,0,0
profound,0,1,0,0
program#1,0,0,0,0
program#2,0,0,0,0
program#3,0,0,0,0
programme#1,0,0,0,0
programmer,0,0,0,0
progress#1,0,1,0,0
progress#2,0,1,0,0
progress#3,0,0,0,0
progressive,0,0,0,0
prohibit,2,1,1,0
prohibition,2,1,1,0
prohibitive,1,1,1,0
project#1,0,0,0,0
project#2,0,1,0,0
project#3,0,0,0,0
project#4,0,0,0,0
prolific,0,0,0,0
prolong,0,1,0,0
prominence,0,1,0,0
prominent,1,1,0,0
promise#1,1,0,0,0
promise#2,0,0,0,0
promise#3,0,0,0,0
promise#4,0,0,0,0
promise#5,0,0,0,0
promote,1,1,0,0
promoter,1,0,0,0
promotion,0,1,0,0
prompt#1,0,1,0,0
prompt#2,1,1,0,0
promptly,0,0,0,0
promulgate,1,0,0,0
proof,0,1,0,0
propaganda,0,0,1,0
proper,0,0,0,0
property,0,0,0,0
prophecy,0,0,0,0
prophesize,0,0,0,0
prophet,0,0,0,0
propitious,0,0,0,0
proponent,2,1,0,0
proportion,0,0,0,0
proportional,0,0,0,0
proportionate,0,0,0,0
proposal,1,0,0,0
propose#1,0,0,0,0
propose#2,0,0,0,0
proposition,1,0,0,0
proprietary,0,0,0,0
proprietor,1,1,0,0
propriety,0,0,0,0
prose,0,0,0,0
prosecute,1,0,0,0
prosecution,1,2,1,0
prospect,0,0,0,0
prospective,0,0,0,0
prosper,0,0,0,0
prosperity,0,0,0,0
prosperous,0,0,0,0
protect,1,1,0,0
protection,1,1,0,0
protective,0,1,0,0
protector,0,1,0,0
protest#1,1,1,1,0
protest#2,1,1,1,0
protestant,0,0,0,0
protocol,1,0,0,0
protracted,0,0,0,0
proud,0,1,0,0
prove#1,0,1,0,0
prove#2,0,1,0,0
prove#3,0,0,0,0
proven#1,0,0,0,0
provide#1,1,1,0,0
provide#2,0,0,0,0
providence,1,1,0,0
province,1,0,0,0
provincial,1,0,0,0
provision,0,0,0,0
provisional,0,0,0,0
provocation,2,1,1,0
provoke,2,2,1,0
prowess,0,1,0,0
prowl,0,1,1,0
prudence,0,0,0,0
prudent,0,0,0,0
prussia,0,0,0,0
prussian,0,0,0,0
pry,0,0,1,0
psychiatrist,0,0,0,0
psychological,0,0,0,0
psychologist,0,0,0,0
psychology,0,0,0,0
pta,0,0,0,0
public#1,1,0,0,0
public#2,1,0,0,0
public#3,1,0,0,0
publication,0,0,0,0
publicity,0,0,0,0
publish,0,0,0,0
pull,0,1,0,0
pulley,0,0,0,0
pulse,0,0,0,0
pump#1,0,0,0,0
pump#2,0,0,0,0
punch,0,1,1,0
punctual,0,0,0,0
punish,1,2,1,0
punishment,1,0,0,0
puny,0,0,2,0
pupil,0,0,0,0
puppy,0,0,0,0
purchase#1,0,0,0,0
purchase#2,0,0,0,0
pure,0,0,0,0
purely,0,0,0,0
purification,0,0,0,0
purify,0,0,0,0
purity,0,0,0,0
purple,0,0,0,0
purpose#1,0,1,0,0
purpose#2,0,1,0,0
purposeful,0,1,0,0
purr,0,0,0,0
pursuant,1,0,0,0
pursue,0,1,0,0
pursuer,0,0,0,0
pursuit,0,0,0,0
push#1,1,1,1,0
push#2,1,1,1,0
push#3,1,2,1,0
put#1,0,0,0,0
put#2,0,1,0,0
put#3,0,0,0,0
put#4,0,0,0,0
put#5,0,0,0,0
put#6,1,1,0,0
puzzle#1,0,0,0,0
puzzle#2,0,0,0,0
puzzlement,0,0,1,0
quaint,0,0,0,0
qualification,0,0,0,0
qualify#1,0,1,0,0
qualify#2,0,1,0,0
qualify#3,0,0,0,0
